,MSE,abs_error,abs_target_sum,abs_target_mean,seasonal_error,MASE,MAPE,sMAPE,MSIS,QuantileLoss[0.1],Coverage[0.1],QuantileLoss[0.5],Coverage[0.5],QuantileLoss[0.9],Coverage[0.9],RMSE,NRMSE,ND,wQuantileLoss[0.1],wQuantileLoss[0.5],wQuantileLoss[0.9],mean_absolute_QuantileLoss,mean_wQuantileLoss,MAE_Coverage,OWA
0,642.6142289201183,7392.17919921875,5782.3623046875,17.107580783099113,15.29211622087299,1.4301717528512203,2.528937748500279,1.0800851675180287,7.061321496765006,3576.358218026161,0.47633136094674555,7392.178747177124,0.7603550295857988,2875.1504951477045,0.9792899408284024,25.349836861804818,1.4817896921374398,1.2784012501648754,0.6184943159177295,1.2784011719889323,0.49722766295998955,4614.562486783663,0.7980410502888838,0.47928994082840237,
