,training_loss,val_loss
0,3.3203945422172545,4.554637677741773
1,2.289452157020569,4.720757296591094
2,1.0107652413100003,4.677392771749785
3,0.9946133831888437,4.685271349820224
4,0.8155723398923874,4.969767397100275
5,0.698358457237482,4.759690703767719
6,0.6768229635804892,4.676771424033425
7,0.6545574799180031,4.74864370172674
8,0.6290570148080588,4.734449646689675
9,0.6844437497854233,4.623613993326823
10,0.8197475393861532,4.776747530156916
11,0.3886637669801712,4.789944735440341
12,0.08478704124689102,4.694248907493822
13,0.27748325726017353,4.649748195301402
14,0.31718176424503325,4.574796243147417
15,0.2935661882162094,4.623546282450358
16,-0.1458899611234665,4.640840963883833
17,0.17966442480683326,4.623725038586241
18,0.02556646630167961,4.630636807644006
19,0.022823650762438773,4.627059690880053
20,1.8608786337822676,3.9411198876120825
21,1.0127373242378235,3.819285652854226
22,1.0312846151739359,3.9502066265452993
23,0.7556127874739468,3.7551714434768213
24,0.8769517086073756,3.8284267512234775
25,0.8973557788878679,3.817926464658795
26,0.5916945336572826,3.7310611551458184
27,0.6986330251395703,3.7440934614701704
28,0.5170693330280483,3.7113188974785083
29,1.3011275838688017,3.7491678324612705
30,0.6699876141175628,3.7506693493236196
31,0.3924093544483185,3.7254461375149814
32,0.4910099356248975,3.864940556612882
33,0.4363736006990075,3.71242888768514
34,0.44554494582116605,3.75388596274636
35,0.33702162723988294,3.7642128973296196
36,0.3902468910440803,3.870485984917843
37,0.43718438666313886,3.7238422018108945
38,0.2855444712936878,3.770432862368497
39,-0.04842872500419617,3.7461788437583228
40,676.0740886569429,1353.3673611769402
41,625.3203725482164,1342.498100773051
42,594.4107907870945,1338.2304350904064
43,578.0958811698146,1337.7833361709593
44,567.9198036077289,1338.5998237720075
45,561.9948938360073,1339.5374932564487
46,557.2336328550232,1340.2233597222491
47,555.1866948248672,1340.7407269508506
48,553.6672217571979,1341.1554603737413
49,552.4910475472371,1341.5036967874903
50,551.5192514209675,1341.8043007379513
51,550.7127501243608,1342.0674405246114
52,550.0023076899877,1342.2994460659602
53,549.4386269938252,1342.505062988346
54,549.0192002069086,1342.6001897515482
55,548.7779555676193,1342.6923899461221
56,548.4790439658419,1342.7817125082995
57,548.1918429326493,1342.8681956153146
58,547.9723487381505,1342.951893506488
59,547.7728573484759,1343.0328955576738
