,MSE,abs_error,abs_target_sum,abs_target_mean,seasonal_error,MASE,MAPE,sMAPE,MSIS,QuantileLoss[0.1],Coverage[0.1],QuantileLoss[0.5],Coverage[0.5],QuantileLoss[0.9],Coverage[0.9],RMSE,NRMSE,ND,wQuantileLoss[0.1],wQuantileLoss[0.5],wQuantileLoss[0.9],mean_absolute_QuantileLoss,mean_wQuantileLoss,MAE_Coverage,OWA
0,673.1172825388579,208502.93647309265,283714.34564971924,27.035862935936652,8.500527619251853,2.9717303106327617,2.1510053302277816,0.961004599156015,20.0709514917284,105774.671319779,0.24804650276348386,208502.93647309265,0.6210215361158758,93878.06802369902,0.8785972936916333,25.94450389849183,0.9596329127710526,0.7349044546746872,0.37282101854084965,0.7349044546746872,0.3308893944319728,136051.8919388569,0.4795382892158366,0.39286576456387773,
