,MSE,abs_error,abs_target_sum,abs_target_mean,seasonal_error,MASE,MAPE,sMAPE,MSIS,QuantileLoss[0.1],Coverage[0.1],QuantileLoss[0.5],Coverage[0.5],QuantileLoss[0.9],Coverage[0.9],RMSE,NRMSE,ND,wQuantileLoss[0.1],wQuantileLoss[0.5],wQuantileLoss[0.9],mean_absolute_QuantileLoss,mean_wQuantileLoss,MAE_Coverage,OWA
0,296.00230736039083,113701.51321411133,283714.34564971924,27.035862935936652,8.500527619251853,1.5516651122854523,0.7148432194809586,0.9738384920777834,19.05323027898206,37832.89562287515,0.07833047455688966,113701.51493761424,0.3526777206022489,101769.98390307809,0.6425576519916144,17.204717590253868,0.6363665044101472,0.40076053593176436,0.13334854653273184,0.40076054200654676,0.35870580907715477,84434.79815452249,0.29760496587214447,0.3141858839972048,
