,MSE,abs_error,abs_target_sum,abs_target_mean,seasonal_error,MASE,MAPE,sMAPE,MSIS,QuantileLoss[0.1],Coverage[0.1],QuantileLoss[0.5],Coverage[0.5],QuantileLoss[0.9],Coverage[0.9],RMSE,NRMSE,ND,wQuantileLoss[0.1],wQuantileLoss[0.5],wQuantileLoss[0.9],mean_absolute_QuantileLoss,mean_wQuantileLoss,MAE_Coverage,OWA
0,244.3071395033583,100648.28651428223,283714.34564971924,27.035862935936652,8.500527619251853,1.4170961220316967,0.8628583265702817,0.866494828913583,15.021353739790086,35884.547781680674,0.15856680007623403,100648.28608993755,0.3857442348008386,78678.47852340774,0.7160282065942442,15.630327555856221,0.5781331113008438,0.3547521937383635,0.12648125952004072,0.3547521922426877,0.2773158274504249,71737.10413167533,0.2528497597377178,0.3386760688647481,
