,item_id,forecast_start,MSE,abs_error,abs_target_sum,abs_target_mean,seasonal_error,MASE,MAPE,sMAPE,ND,MSIS,QuantileLoss[0.1],Coverage[0.1],QuantileLoss[0.5],Coverage[0.5],QuantileLoss[0.9],Coverage[0.9]
0,,2019-08-18,296.03371015991604,4595.068850650907,4124.1337890625,12.968974179441824,14.040041386858212,1.0291922685924175,1.0016657285359223,1.0466001452493459,1.1141900543666552,6.459208427643046,2473.968957558787,0.41509433962264153,4595.068850650907,0.7264150943396226,1860.472456874143,0.9528301886792453
1,,2019-08-18,320.5327786481528,4803.169273227197,4754.9189453125,14.952575299724844,14.581586301428086,1.0358479234301334,3.1157357162117045,1.0116979863716486,1.0101474553971657,5.2860525635125075,2125.0450124471404,0.3018867924528302,4803.169273227197,0.7138364779874213,2028.5485563687146,0.9465408805031447
2,,2019-08-18,295.96618096641936,4581.508306482323,3861.62109375,12.143462558962264,6.101396474413465,2.361305134952912,9.219017595881283,1.0801773342703647,1.1864209862271196,11.932472099065155,1741.9345741431187,0.330188679245283,4581.508306482323,0.789308176100629,2154.7842993450686,0.9528301886792453
3,,2019-08-18,687.3452264566733,6791.4652016465,7552.94580078125,23.751401889249212,5.364013754887793,3.9814977712815116,1.2754587822736676,0.9273561263601562,0.8991809792867856,24.046051019851237,3388.773112411157,0.2830188679245283,6791.4652016465,0.720125786163522,2906.6679240678004,0.9308176100628931
4,,2019-08-18,1017.5796518096885,8249.896577903022,10084.5625,31.7124606918239,5.642528981426386,4.597773637511178,1.7042332233023667,0.8654779506397337,0.8180718378118061,38.97605246474078,5364.258840572994,0.37735849056603776,8249.896577903022,0.6949685534591195,3222.7738110459372,0.9213836477987422
5,,2019-08-18,1013.5184162657632,8315.412507297997,11041.775390625,34.72256412146226,5.87151877550153,4.453548891643589,2.9761899220387353,0.8195357232669152,0.7530865475092151,32.24989017022457,5075.3055531012615,0.33647798742138363,8315.412507297997,0.6792452830188679,3265.489896841149,0.9119496855345912
6,,2019-08-18,759.6390836511895,7431.922860346816,10041.0703125,31.575692806603772,8.419219254717783,2.775890008063177,2.9594310569950477,0.7973908042586648,0.7401524567649835,14.851300018662998,3680.287012799029,0.3490566037735849,7431.922860346816,0.6383647798742138,3057.335661380383,0.9088050314465409
7,,2019-08-18,359.55630105004883,5037.6332472606755,6853.974609375,21.55337927476415,7.858864969398164,2.0157636054039014,2.4231500673697863,0.8923914559614685,0.7349944425487224,11.317863786461896,1972.6063673305434,0.22955974842767296,5037.6332472606755,0.5345911949685535,2563.128156440204,0.8113207547169812
8,,2019-08-18,716.4986102249769,7239.62241637465,10540.2490234375,33.145437180621066,3.024863659788337,7.52632541103895,2.038178649364732,0.7792337971575034,0.6868549690122583,37.51869110859753,3291.969712484558,0.2389937106918239,7239.62241637465,0.5094339622641509,3060.718864037764,0.8270440251572327
9,,2019-08-18,599.7533884899766,6445.314018585375,8699.4892578125,27.356884458529873,2.951148631417885,6.867930290442391,1.260608677714935,0.8872549888863059,0.7408841861373894,43.20508306351615,2809.1283545569936,0.25471698113207547,6445.314018585375,0.5251572327044025,3206.368644168676,0.8207547169811321
10,,2019-08-18,740.2327007867726,7040.382434743804,10071.166015625,31.670333382468552,3.080044919882693,7.188066401868561,3.6299761020437775,0.7924510068926383,0.6990632885825673,56.362640851500935,3717.949870127364,0.3113207547169811,7040.382434743804,0.60062893081761,3390.1321195211704,0.8459119496855346
11,,2019-08-18,404.6201337199634,5302.214438154367,7522.177734375,23.654646963443398,15.295497651734104,1.090100543853255,1.337223405582103,0.8276689606851011,0.7048775800556001,5.919946191155065,2789.4410436418425,0.2893081761006289,5302.214438154367,0.559748427672956,2064.0861387474133,0.9088050314465409
12,,2019-08-18,1565.5232104981237,9802.436297583234,19609.048828125,61.663675560141506,20.305218781876913,1.5180959982347242,3.605431486874859,0.5705150870557144,0.49989351260749215,17.342670552229563,7441.683600946426,0.31761006289308175,9802.436297583234,0.5534591194968553,3523.3617038350076,0.8867924528301887
13,,2019-08-18,896.8321786510536,8136.546751949316,10349.32421875,32.545044713050316,10.894134116797007,2.348660731712441,2.878889326391533,0.9238768063903356,0.7861911154747894,15.268380760655985,4545.357925334346,0.3113207547169811,8136.546751949316,0.5440251572327044,3201.8189913775386,0.8490566037735849
14,,2019-08-18,1050.5445649915612,8601.124822859292,10571.923828125,33.245043484669814,7.548529943046582,3.583156262227017,2.682983614968633,0.848510849643783,0.8135818005023177,25.77276342524638,5059.849477203577,0.3742138364779874,8601.124822859292,0.6477987421383647,3262.7990859649335,0.9088050314465409
15,,2019-08-18,1180.983594508227,9229.558125713851,15591.0712890625,49.02852606623428,7.351083018106086,3.9482301613839845,1.9832271809490536,0.6714779595358089,0.5919771614532096,28.60816704916982,5211.941593795792,0.32075471698113206,9229.558125713851,0.5220125786163522,3768.309144896011,0.8238993710691824
16,,2019-08-18,916.0564797106106,8078.933964358164,9660.3623046875,30.378497813482703,15.847457019296158,1.6031248854105289,0.8557353312529418,0.977050769553884,0.8362972018593983,9.759536182435879,3879.048782954691,0.27044025157232704,8078.933964358164,0.5534591194968553,3600.0747559575148,0.8176100628930818
17,,2019-08-18,9.233198159140333,435.23031185139314,127.11699676513672,0.3997389835381658,3.723009220396974,0.3676189604657927,0.7204371516118383,1.965176362461169,3.4238561555661295,6.400591099694473,370.42972501200495,0.0,435.23031185139314,0.7389937106918238,520.183529079882,0.9874213836477987
