,0,1,2
0,215.97086291568968,14.695947159529721,11.645218544163509
1,211.82682513494657,14.55427171434375,11.550270882130944
2,215.52396062140664,14.680734335223379,11.621673687793587
3,213.546402809232,14.613226981376563,11.566428033382932
4,211.12654162790577,14.530194135933138,11.507944889441097
5,209.32091966743167,14.467927276131563,11.426645983060451
6,207.99446845484715,14.422013328757089,11.464411827514864
7,209.46065693337582,14.472755678632035,11.582666423781621
8,207.5261795396375,14.405768967314362,11.436280370033725
9,208.54152660314165,14.440966955267976,11.495705833137432
10,207.9557915085083,14.420672366727853,11.434649454508202
11,208.8597473802622,14.451980742454033,11.52920430944757
12,216.46021315233793,14.712586895319868,11.666355183760434
13,214.96470868371202,14.661674825329882,11.710092970604528
14,208.67832418620807,14.445702620025378,11.513152185720108
15,209.357132128552,14.469178695715662,11.530985488095045
16,208.46389828241593,14.438278923833543,11.459023761747753
17,209.46946983459137,14.473060140640312,11.536441409375183
18,212.47405673984,14.576489863469874,11.566520047138416
19,213.39066491977164,14.607897347659986,11.614246263263707
20,214.02914741140802,14.629735042419874,11.599253483262416
21,211.17748777822854,14.531947143388203,11.622264623989187
22,210.89332128245857,14.522166549191569,11.526682768856743
23,207.57367825045526,14.40741747331753,11.466902333568111
24,210.02887680792435,14.492373056470923,11.50714665149407
25,211.2289921942726,14.533719145293562,11.582078355887331
26,213.34654181375893,14.606387021223247,11.647763599960843
27,209.80743760091354,14.484731188424366,11.458101860247837
28,210.8560962696624,14.520884830810497,11.477151495462909
29,215.5995980426692,14.68331018683012,11.647115495578369
